id,name,name_code,attrition,age,gender,marital_status_id,distance_from_home,hourly_rate,daily_rate,monthly_rate,monthly_income,percent_salary_hike,job_level,job_role_id,business_travel_id,department_id,education_id,num_of_companies_worked,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,stock_option_level,environment_satisfaction_id,job_involvement_id,job_satisfaction_id,performance_rating_id,relationship_satisfaction_id,work_life_balance_id,over_time,workload_pressure_index,engagement_score,engagement_feedback_score,training_hours_last_year,training_hours_last_6_months,training_gap_score,promotion_stagnation_ratio,role_stability_ratio,attrition_risk_class_id,over_time_hours_last_month,late_arrivals_last_month,absence_days_last_month,absence_ratio,work_shift_id
360,John Jones,john_jones,False,57,True,1,1,88,593,2967,6755,11,2,4,1,0,3,2,15,2,3,2,1,2,0,3,2,2,2,2,2,True,1,3,3,29,11,4,0.333,0.667,0,15.866666666666667,11,1,0.0434782608695652,2
361,John Smith,john_smith,False,40,False,1,10,46,1171,22495,2213,13,1,2,1,0,3,3,10,3,7,7,1,7,1,3,3,2,2,2,2,True,3,3,4,30,9,4,0.143,1.0,0,19.33333333333333,14,1,0.0434782608695652,2
362,Patricia Brown,patricia_brown,False,21,True,2,9,39,895,2851,2610,24,1,6,0,1,1,1,3,3,3,2,2,2,0,0,2,3,3,2,1,True,2,3,5,38,16,3,0.667,0.667,2,12.183333333333334,9,2,0.0869565217391304,2
363,Linda Williams,linda_williams,True,33,False,2,5,34,350,9150,2851,13,1,6,1,1,2,1,1,2,1,0,0,0,0,3,2,2,2,1,2,True,4,3,3,27,12,4,0.0,0.0,1,13.333333333333334,10,2,0.0869565217391304,1
364,Elizabeth Davis,elizabeth_davis,False,37,False,1,10,98,921,17663,3452,20,1,2,1,0,2,6,17,3,5,4,0,3,1,2,2,0,3,1,2,True,2,2,3,40,18,3,0.0,0.8,1,16.96666666666667,11,2,0.0869565217391304,2
365,Jennifer Smith,jennifer_smith,False,46,False,1,7,30,1144,16044,5258,14,2,3,0,0,3,2,7,2,1,0,0,0,0,2,2,2,2,2,3,True,2,4,3,23,12,4,0.0,0.0,0,12.8,14,3,0.1304347826086956,1
366,Patricia Smith,patricia_smith,True,41,True,2,4,56,143,9558,9355,18,2,0,2,1,2,1,8,5,8,7,7,7,0,0,2,1,2,2,2,True,2,3,3,54,21,3,0.875,0.875,2,23.933333333333334,7,1,0.0434782608695652,1
367,Robert Davis,robert_davis,False,50,True,2,10,100,1046,2755,10496,15,3,4,1,0,2,6,20,2,4,3,1,3,0,3,1,3,2,3,2,True,3,3,4,29,11,4,0.25,0.75,0,18.23333333333333,12,2,0.0869565217391304,1
368,Barbara Smith,barbara_smith,True,40,True,1,22,68,575,6110,6380,12,2,0,1,1,1,2,8,6,6,4,1,0,2,2,1,2,2,0,2,True,4,3,2,84,27,2,0.167,0.667,1,22.516666666666666,14,1,0.0434782608695652,1
369,John Martinez,john_martinez,False,31,True,2,9,42,408,7551,2657,16,1,1,1,0,3,0,3,5,2,2,2,2,0,2,1,1,2,3,2,True,5,3,3,53,27,3,1.0,1.0,2,18.666666666666668,10,1,0.0434782608695652,2
370,William Williams,william_williams,True,21,False,2,12,90,156,25422,2716,15,1,6,1,1,2,1,1,0,1,0,0,0,0,2,3,1,2,3,2,True,2,3,3,0,0,5,0.0,0.0,1,23.78333333333333,10,1,0.0434782608695652,1
371,David Williams,david_williams,False,29,True,2,23,54,1283,18168,2201,16,1,1,1,0,2,9,6,4,3,2,1,2,0,3,2,3,2,3,2,True,2,4,4,34,14,3,0.333,0.667,1,16.75,13,2,0.0869565217391304,1
372,Mary Martinez,mary_martinez,False,35,True,2,9,97,755,19394,6540,19,2,4,1,0,3,9,10,5,1,1,0,0,0,2,1,1,2,2,2,True,2,2,3,44,23,3,0.0,1.0,0,18.35,16,1,0.0434782608695652,2
373,Patricia Garcia,patricia_garcia,False,27,True,0,1,82,1469,17881,3816,11,1,2,1,0,1,1,5,2,5,2,0,4,1,3,2,1,2,1,2,True,3,3,3,25,12,4,0.0,0.4,1,19.716666666666665,10,2,0.0869565217391304,1
374,John Davis,john_davis,False,28,True,2,9,92,304,20750,5253,16,2,0,1,1,3,1,7,1,7,5,0,7,0,1,2,3,2,3,2,True,2,3,3,8,4,5,0.0,0.714,0,16.666666666666668,16,1,0.0434782608695652,2
375,Linda Smith,linda_smith,False,49,True,2,7,31,1261,12066,10965,24,3,4,1,0,2,8,26,2,5,2,0,0,0,1,1,2,3,2,2,True,2,3,4,21,10,4,0.0,0.4,0,17.016666666666666,11,2,0.0869565217391304,2
376,Jennifer Jones,jennifer_jones,False,51,False,1,14,87,1178,14862,4936,11,2,0,1,1,1,4,18,2,7,7,0,7,1,2,2,3,2,2,1,True,2,3,4,28,14,4,0.0,1.0,1,11.55,4,1,0.0434782608695652,1
377,Elizabeth Miller,elizabeth_miller,False,36,False,1,2,96,329,11868,2543,13,1,1,1,0,2,4,6,3,2,2,2,2,1,3,2,2,2,1,2,True,1,2,4,31,15,3,1.0,1.0,0,15.933333333333334,13,2,0.0869565217391304,2
378,William Johnson,william_johnson,True,34,True,2,19,67,1362,4652,5304,13,2,0,0,1,2,8,9,3,5,2,0,4,0,0,3,3,2,1,1,True,3,3,3,42,16,3,0.0,0.4,2,17.216666666666665,9,1,0.0434782608695652,2
379,James Williams,james_williams,False,55,False,2,2,97,1311,23258,16659,13,4,5,1,0,2,2,30,2,5,4,1,2,0,2,2,3,2,2,2,True,4,3,3,28,10,4,0.2,0.8,1,20.366666666666667,13,1,0.0434782608695652,2
380,James Johnson,james_johnson,False,24,False,0,10,77,1371,5915,4260,12,2,0,1,1,3,1,5,2,5,2,0,3,1,3,2,2,2,3,3,True,4,2,3,20,7,4,0.0,0.4,1,13.6,10,1,0.0434782608695652,2
381,James Jones,james_jones,False,30,True,1,2,72,202,17434,2476,18,1,6,1,1,0,1,1,3,1,0,0,0,1,2,2,1,2,0,2,True,3,3,1,41,20,3,0.0,0.0,1,14.1,10,2,0.0869565217391304,2
382,Linda Garcia,linda_garcia,True,26,True,2,3,73,575,6582,3102,22,1,1,2,0,0,0,7,2,6,4,0,4,0,2,2,0,3,2,2,True,1,3,3,28,16,4,0.0,0.667,1,14.6,4,2,0.0869565217391304,1
383,David Williams,david_williams,False,22,False,1,11,43,253,24440,2244,13,1,1,1,0,2,1,2,1,2,1,1,2,1,0,2,1,2,3,2,True,1,3,4,11,5,4,0.5,0.5,2,15.333333333333334,11,2,0.0869565217391304,2
384,Patricia Rodriguez,patricia_rodriguez,False,36,True,1,2,61,164,3809,7596,13,3,0,1,1,1,1,10,2,10,9,9,0,2,1,1,2,2,1,2,True,2,3,3,19,7,4,0.9,0.9,1,16.116666666666667,11,1,0.0434782608695652,2
385,John Garcia,john_garcia,True,30,True,2,4,40,464,3427,2285,23,1,1,2,0,2,9,3,4,1,0,0,0,0,2,2,3,3,2,2,True,4,3,4,49,26,3,0.0,0.0,0,16.65,13,2,0.0869565217391304,2
386,William Brown,william_brown,False,37,False,0,14,95,1107,26914,3034,12,1,2,1,0,2,1,18,2,18,7,12,17,1,3,2,0,2,2,1,True,2,1,3,31,17,3,0.667,0.389,2,16.416666666666668,11,1,0.0434782608695652,1
387,David Brown,david_brown,False,40,False,0,2,46,759,22553,5715,12,2,0,1,1,1,7,8,5,5,4,1,3,2,3,2,1,2,2,2,True,3,2,3,66,37,2,0.2,0.8,1,21.33333333333333,9,1,0.0434782608695652,2
388,Michael Davis,michael_davis,False,42,False,0,1,95,201,20490,2576,16,1,2,1,0,3,3,8,5,5,2,1,2,1,1,2,0,2,1,2,True,2,2,3,47,23,3,0.2,0.4,1,14.8,7,2,0.0869565217391304,1
389,Mary Martinez,mary_martinez,False,37,True,2,10,49,1305,21123,4197,12,2,3,1,0,3,2,18,2,1,0,0,1,0,2,2,1,2,3,1,True,5,4,5,27,15,4,0.0,0.0,2,19.383333333333333,13,1,0.0434782608695652,1
390,Jennifer Jones,jennifer_jones,False,43,True,0,12,59,982,4345,14336,11,4,7,1,0,2,1,25,3,25,10,3,9,1,0,1,1,2,2,2,True,2,1,3,34,10,3,0.12,0.4,1,18.716666666666665,9,1,0.0434782608695652,1
391,Michael Williams,michael_williams,False,40,False,1,2,78,555,13436,3448,22,2,2,1,0,2,6,20,3,1,0,0,0,1,1,1,2,3,1,2,True,2,3,3,38,13,3,0.0,0.0,0,16.566666666666666,10,2,0.0869565217391304,2
392,Patricia Williams,patricia_williams,False,54,True,1,5,86,821,8509,19406,11,5,7,1,0,1,4,24,4,4,2,1,2,1,0,2,0,2,2,1,True,3,2,4,55,18,3,0.25,0.5,2,15.2,9,1,0.0434782608695652,1
393,Mary Rodriguez,mary_rodriguez,False,34,False,1,4,72,1381,12740,6538,15,2,0,0,1,3,9,6,3,3,2,1,2,1,2,2,2,2,0,2,True,2,3,2,36,18,3,0.333,0.667,0,16.5,9,1,0.0434782608695652,1
394,Barbara Williams,barbara_williams,False,31,False,1,7,31,480,4156,4306,12,2,3,1,0,1,1,13,5,13,10,3,12,1,1,2,0,2,1,0,True,2,1,3,73,23,2,0.231,0.769,2,22.133333333333333,13,1,0.0434782608695652,1
395,Michael Martinez,michael_martinez,False,43,True,1,21,61,313,15238,2258,20,1,2,2,0,2,7,8,1,3,2,1,2,1,3,2,3,3,0,2,True,2,4,2,14,6,4,0.333,0.667,0,20.65,9,1,0.0434782608695652,2
396,Linda Martinez,linda_martinez,False,43,False,0,8,74,1473,2227,4522,14,2,4,1,0,3,4,8,3,5,2,0,2,0,2,2,2,2,3,2,True,4,3,3,39,17,3,0.0,0.4,0,16.033333333333335,12,1,0.0434782608695652,2
397,Elizabeth Garcia,elizabeth_garcia,False,25,False,2,4,99,891,12090,4487,11,2,0,1,1,1,1,5,3,5,4,1,3,0,1,1,3,2,1,2,True,4,4,2,28,11,4,0.2,0.8,2,17.766666666666666,9,1,0.0434782608695652,2
398,Jennifer Jones,jennifer_jones,False,37,False,1,25,72,1063,23866,4449,15,2,1,0,0,4,3,15,2,13,11,10,7,2,1,2,2,2,0,2,True,4,3,2,29,16,4,0.769,0.846,2,17.616666666666667,9,2,0.0869565217391304,1
399,David Jones,david_jones,False,31,True,1,1,98,329,16193,2218,12,1,2,1,0,1,1,4,3,4,2,3,2,1,3,1,0,2,2,2,True,2,1,2,46,16,3,0.75,0.5,1,17.6,12,2,0.0869565217391304,2
400,Barbara Miller,barbara_miller,False,39,True,0,1,52,1218,8213,19197,14,5,5,2,0,0,1,21,3,21,8,1,6,1,1,2,2,2,2,2,True,5,4,4,27,11,4,0.048,0.381,2,13.883333333333333,6,1,0.0434782608695652,2
401,Elizabeth Garcia,elizabeth_garcia,False,56,False,1,6,86,906,18256,13212,11,4,0,2,1,2,9,36,0,7,7,7,7,3,2,3,0,2,3,1,True,1,1,4,0,0,5,1.0,1.0,2,18.066666666666663,10,1,0.0434782608695652,1
402,James Rodriguez,james_rodriguez,False,30,False,2,12,83,1082,19558,6577,11,2,0,1,1,2,0,6,6,5,4,4,4,0,1,2,2,2,1,2,True,2,2,3,60,19,3,0.8,0.8,0,18.433333333333334,8,1,0.0434782608695652,2
403,Michael Smith,michael_smith,False,41,True,1,1,49,645,19566,8392,16,3,0,1,1,2,1,10,2,10,7,0,7,1,1,3,0,2,2,2,True,1,2,4,28,14,4,0.0,0.7,1,20.15,11,2,0.0869565217391304,1
404,Mary Smith,mary_smith,False,28,True,0,17,79,1300,13535,4558,12,2,2,1,0,1,1,10,2,10,0,1,8,1,2,2,0,2,3,2,True,2,2,3,28,15,4,0.1,0.0,1,21.133333333333333,5,2,0.0869565217391304,2
405,David Rodriguez,david_rodriguez,True,25,True,1,3,91,688,9396,4031,13,1,2,1,0,2,5,6,5,2,2,0,2,1,0,2,0,2,2,2,True,3,3,2,46,27,3,0.0,1.0,1,18.866666666666667,8,1,0.0434782608695652,2
406,David Garcia,david_garcia,False,52,True,1,3,39,319,19609,7969,14,3,3,1,0,2,2,28,4,5,4,0,4,0,3,1,2,2,2,2,True,4,2,4,60,34,3,0.0,0.8,1,17.116666666666667,14,1,0.0434782608695652,1
407,Michael Johnson,michael_johnson,False,45,True,1,10,69,192,9655,2654,21,1,1,1,0,1,3,8,3,2,2,0,2,2,0,2,3,3,3,1,True,1,4,4,28,11,4,0.0,1.0,1,14.816666666666666,12,1,0.0434782608695652,1
408,William Miller,william_miller,False,52,False,1,4,30,1490,10310,16555,13,4,5,1,0,1,2,31,2,5,2,1,4,0,3,2,3,2,3,0,True,2,3,3,29,14,4,0.2,0.4,1,24.866666666666667,8,2,0.0869565217391304,1
409,Michael Garcia,michael_garcia,False,42,False,0,29,92,532,12932,4556,11,2,1,2,0,1,2,19,3,5,4,0,2,1,0,2,2,2,1,2,True,2,3,3,35,11,3,0.0,0.8,1,19.683333333333334,5,1,0.0434782608695652,2
410,Jennifer Johnson,jennifer_johnson,False,30,False,2,2,43,317,24793,6091,20,2,3,1,0,2,2,11,2,5,4,0,2,0,2,0,3,3,2,2,True,2,3,5,21,8,4,0.0,0.8,0,19.95,9,2,0.0869565217391304,2
411,Robert Garcia,robert_garcia,False,60,False,1,7,41,422,3854,19566,11,5,5,1,0,2,5,33,5,29,8,11,10,0,0,2,0,2,3,0,True,3,2,4,46,15,3,0.379,0.276,2,21.383333333333333,11,1,0.0434782608695652,2
412,William Rodriguez,william_rodriguez,False,46,False,0,18,87,1485,26314,4810,14,2,3,1,0,2,2,19,5,10,7,0,8,1,2,2,2,2,2,1,True,2,3,4,47,19,3,0.0,0.7,1,21.116666666666667,12,1,0.0434782608695652,2
413,Jennifer Williams,jennifer_williams,False,42,False,1,28,88,1368,4386,4523,11,2,4,2,0,3,0,7,4,6,5,0,4,3,3,1,3,2,3,3,True,2,3,3,53,30,3,0.0,0.833,0,19.666666666666668,10,1,0.0434782608695652,2
414,Linda Brown,linda_brown,True,24,False,2,1,62,1448,21972,3202,16,1,6,1,1,0,1,6,4,5,3,1,4,0,0,2,1,2,1,2,True,3,2,2,50,20,3,0.2,0.6,2,15.083333333333334,11,2,0.0869565217391304,2
415,Patricia Jones,patricia_jones,True,34,False,0,6,33,296,12253,2351,16,1,6,2,1,1,0,3,3,2,2,1,0,1,3,0,2,2,3,1,True,2,1,4,27,13,4,0.5,1.0,1,18.33333333333333,8,1,0.0434782608695652,1
416,Robert Brown,robert_brown,False,38,True,1,2,42,1490,12106,1702,23,1,2,2,0,1,1,1,3,1,0,0,0,1,3,2,3,3,2,2,True,5,3,4,27,12,4,0.0,0.0,1,27.116666666666667,11,1,0.0434782608695652,2
417,Elizabeth Brown,elizabeth_brown,False,40,False,1,2,79,1398,13022,18041,14,5,5,1,1,3,0,21,2,20,15,1,12,0,2,2,2,2,3,2,True,2,3,3,17,7,4,0.05,0.75,0,20.4,13,1,0.0434782608695652,1
418,Jennifer Johnson,jennifer_johnson,False,26,False,0,23,90,1349,3032,2886,22,1,1,1,0,2,1,3,3,3,2,0,2,2,0,2,3,3,1,0,True,1,4,4,42,25,3,0.0,0.667,1,16.2,14,2,0.0869565217391304,1
419,David Martinez,david_martinez,False,30,True,1,3,53,1400,16734,2097,15,1,2,0,0,2,4,9,3,5,3,1,4,1,2,2,3,2,2,0,True,2,4,2,41,16,3,0.2,0.6,0,17.016666666666666,8,1,0.0434782608695652,1
420,John Martinez,john_martinez,False,29,True,1,3,93,986,21526,11935,18,3,7,1,0,3,1,10,2,10,2,0,7,0,1,1,2,2,2,2,True,1,3,2,17,8,4,0.0,0.2,0,22.916666666666664,12,1,0.0434782608695652,1
421,William Brown,william_brown,True,29,False,1,25,71,408,18300,2546,16,1,1,1,0,4,5,6,2,2,2,1,1,0,2,1,1,2,1,3,True,1,2,2,25,11,4,0.5,1.0,2,17.383333333333333,15,2,0.0869565217391304,2
422,Robert Johnson,robert_johnson,True,19,True,2,2,52,489,18437,2564,12,1,8,1,2,1,1,1,3,1,0,0,0,0,0,1,3,2,2,3,True,1,3,3,26,8,4,0.0,0.0,0,15.95,10,1,0.0434782608695652,2
423,David Garcia,david_garcia,False,30,False,1,22,69,1398,2890,8412,11,3,0,0,1,3,0,10,3,9,8,7,8,0,2,2,0,2,2,2,True,2,2,4,46,21,3,0.778,0.889,2,18.966666666666665,9,1,0.0434782608695652,1
424,John Rodriguez,john_rodriguez,False,57,True,0,29,56,210,22102,14118,12,4,5,1,1,2,3,32,3,1,0,0,0,1,0,1,3,2,2,1,True,2,3,3,46,25,3,0.0,0.0,2,18.1,13,2,0.0869565217391304,1
425,David Smith,david_smith,False,50,True,1,29,88,1099,9314,17046,15,4,5,1,0,3,0,28,2,27,10,15,7,1,1,1,2,2,1,2,True,2,2,3,27,9,4,0.556,0.37,1,18.616666666666667,11,1,0.0434782608695652,2
426,James Williams,james_williams,False,30,False,2,2,49,1116,7181,2564,14,1,2,0,0,2,0,12,2,11,7,6,7,0,2,2,3,2,2,1,True,2,3,2,31,10,3,0.545,0.636,1,19.96666666666667,7,1,0.0434782608695652,2
427,William Davis,william_davis,False,60,False,1,28,80,1499,2845,10266,19,3,0,2,1,2,4,22,5,18,13,13,11,0,2,1,0,2,3,3,True,1,1,4,72,25,2,0.722,0.722,2,17.03333333333333,11,1,0.0434782608695652,2
428,David Davis,david_davis,False,47,False,0,2,65,983,7389,5070,13,2,3,1,0,1,5,20,2,5,0,0,4,3,0,2,3,2,2,2,True,2,4,3,29,15,4,0.0,0.0,0,17.883333333333333,12,1,0.0434782608695652,1
429,Linda Garcia,linda_garcia,False,46,True,1,2,51,1009,2288,17861,13,4,7,1,0,2,6,26,2,3,2,0,1,0,0,2,2,2,2,0,True,1,3,2,25,13,4,0.0,0.667,1,16.566666666666666,8,1,0.0434782608695652,1
430,John Garcia,john_garcia,False,35,True,2,22,46,144,19225,4230,15,1,2,1,0,2,0,6,2,5,4,4,3,0,3,0,2,2,2,2,True,2,2,3,21,10,4,0.8,0.8,0,21.35,14,1,0.0434782608695652,1
431,William Johnson,william_johnson,False,54,False,2,8,42,548,23428,3780,11,2,2,1,0,3,7,19,3,1,0,0,0,0,2,2,2,2,2,2,True,1,2,3,29,13,4,0.0,0.0,0,20.7,9,2,0.0869565217391304,2
432,Patricia Williams,patricia_williams,False,34,True,0,2,62,1303,8416,2768,12,1,1,1,0,3,3,14,3,7,3,5,7,1,3,1,2,2,2,2,True,1,2,3,32,18,3,0.714,0.429,0,15.233333333333334,9,1,0.0434782608695652,1
433,Patricia Smith,patricia_smith,False,46,False,1,10,94,1125,11563,9071,19,3,0,1,1,2,2,15,3,3,2,1,2,1,2,1,3,2,2,2,True,3,3,3,39,21,3,0.333,0.667,0,20.933333333333334,12,2,0.0869565217391304,2
434,Mary Garcia,mary_garcia,False,31,True,0,9,33,1274,14394,10648,25,3,3,1,0,0,1,13,6,13,8,0,8,1,2,2,1,3,3,3,True,2,2,4,56,30,3,0.0,0.615,0,15.733333333333334,6,1,0.0434782608695652,2
435,Elizabeth Martinez,elizabeth_martinez,True,33,True,1,15,56,1277,24619,13610,12,3,5,1,0,0,7,15,2,7,6,7,7,0,1,2,2,2,3,3,True,4,3,4,20,11,4,1.0,0.857,2,15.833333333333334,14,1,0.0434782608695652,2
436,Patricia Johnson,patricia_johnson,True,33,True,0,10,38,587,6705,3408,13,1,2,1,0,0,7,8,2,4,3,1,3,3,0,0,3,2,0,2,True,2,2,2,23,11,4,0.25,0.75,0,12.75,13,2,0.0869565217391304,2
437,Robert Brown,robert_brown,False,30,True,2,7,57,413,18398,2983,14,1,6,1,1,0,0,4,3,3,2,1,2,0,3,2,1,2,0,2,True,2,3,3,30,13,4,0.333,0.667,1,16.35,10,2,0.0869565217391304,2
438,Michael Rodriguez,michael_rodriguez,False,35,True,1,16,72,1276,14295,7632,12,3,4,1,0,2,4,10,2,8,7,0,0,0,3,2,2,2,2,2,True,4,2,3,25,14,4,0.0,0.875,1,20.15,13,1,0.0434782608695652,1
439,Robert Miller,robert_miller,True,31,True,1,20,66,534,22908,9824,12,3,4,2,0,2,3,12,2,1,0,0,0,0,0,2,2,2,0,2,True,3,3,3,31,18,3,0.0,0.0,0,19.966666666666665,11,2,0.0869565217391304,1
440,John Martinez,john_martinez,True,34,False,0,23,43,988,11533,9950,15,3,8,2,2,2,9,11,2,3,2,0,2,3,1,2,0,2,2,2,True,5,2,2,28,9,4,0.0,0.667,2,21.933333333333334,15,1,0.0434782608695652,1
441,Jennifer Jones,jennifer_jones,False,42,True,1,5,97,1474,9260,2093,17,1,2,2,0,1,4,8,4,2,2,2,0,1,1,2,2,2,3,2,True,2,3,5,53,17,3,1.0,1.0,0,19.15,12,1,0.0434782608695652,2
442,William Smith,william_smith,False,36,True,2,10,32,635,15318,9980,14,3,0,0,1,3,1,10,3,10,3,9,7,0,1,2,3,2,3,1,True,2,4,4,38,22,3,0.9,0.3,2,17.766666666666666,12,3,0.1304347826086956,2
443,William Martinez,william_martinez,True,22,True,2,4,99,1368,9129,3894,16,1,2,2,0,0,5,4,3,2,2,1,2,0,2,1,2,2,2,2,True,2,3,3,36,14,3,0.5,1.0,0,20.03333333333333,8,3,0.1304347826086956,2
444,Elizabeth Garcia,elizabeth_garcia,False,48,False,1,2,37,163,19658,4051,14,2,0,1,1,4,2,14,2,9,7,6,7,1,1,2,3,2,0,2,True,2,3,2,19,11,4,0.667,0.778,1,19.75,11,2,0.0869565217391304,2
445,Linda Williams,linda_williams,False,55,False,2,18,83,1117,9873,16835,23,4,5,1,1,4,3,37,2,10,9,7,7,0,0,2,1,3,3,2,True,2,2,4,30,12,4,0.7,0.9,2,17.816666666666666,9,2,0.0869565217391304,1
446,Mary Garcia,mary_garcia,False,41,True,2,10,56,267,13430,6230,14,2,0,0,1,1,7,16,3,14,3,1,10,0,3,2,3,2,3,2,True,2,2,5,30,10,4,0.071,0.214,0,20.08333333333333,12,1,0.0434782608695652,2
447,Barbara Brown,barbara_brown,False,35,True,1,1,85,619,18659,4717,11,2,0,1,1,2,9,15,2,11,9,6,9,0,1,2,2,2,2,2,True,1,3,4,17,6,4,0.545,0.818,1,16.133333333333333,13,1,0.0434782608695652,1
448,Patricia Brown,patricia_brown,False,40,False,2,6,75,302,20364,13237,15,4,3,1,0,2,7,22,3,20,6,5,13,0,1,2,2,2,2,2,True,1,3,3,42,15,3,0.25,0.3,0,17.75,11,2,0.0869565217391304,2
449,Elizabeth Rodriguez,elizabeth_rodriguez,False,39,False,1,8,48,443,17872,3755,11,1,2,2,0,0,1,8,3,8,3,0,7,1,2,2,2,2,0,2,True,2,4,1,28,10,4,0.0,0.375,0,17.1,12,1,0.0434782608695652,1
450,Michael Smith,michael_smith,False,31,True,2,2,77,828,8346,6582,13,2,0,1,1,0,4,10,2,6,5,0,5,0,1,2,3,2,2,3,True,4,3,4,22,10,4,0.0,0.833,1,19.083333333333336,11,1,0.0434782608695652,2
451,Patricia Johnson,patricia_johnson,False,42,True,1,24,56,319,6950,7406,21,3,3,1,0,2,1,10,5,10,9,5,8,1,3,2,0,3,3,1,True,4,1,5,41,21,3,0.5,0.9,2,21.15,9,2,0.0869565217391304,2
452,Barbara Williams,barbara_williams,False,45,True,1,2,61,561,16177,4805,19,2,0,1,1,2,0,9,3,8,7,3,7,1,3,2,1,2,1,3,True,2,2,3,27,16,4,0.375,0.875,1,19.35,9,3,0.1304347826086956,2
453,David Davis,david_davis,True,26,False,0,17,58,426,22808,2741,11,1,8,2,2,3,0,8,2,7,7,1,0,1,1,2,2,2,1,1,True,3,4,3,19,8,4,0.143,1.0,2,20.416666666666668,13,1,0.0434782608695652,1
454,Barbara Jones,barbara_jones,False,29,True,0,19,34,232,22645,4262,12,2,3,1,0,2,4,8,2,3,2,1,2,2,3,2,3,2,1,3,True,2,3,2,17,8,4,0.333,0.667,0,19.7,10,2,0.0869565217391304,2
455,Barbara Jones,barbara_jones,False,33,False,0,1,95,922,22578,16184,19,4,7,1,0,4,4,10,2,6,1,0,5,1,0,3,2,2,2,2,True,2,3,4,27,12,4,0.0,0.167,0,20.25,11,1,0.0434782608695652,2
456,Patricia Garcia,patricia_garcia,False,31,True,0,7,44,688,25291,11557,21,3,5,1,1,2,9,10,3,5,4,0,1,1,2,1,3,3,2,1,True,2,3,5,44,20,3,0.0,0.8,1,21.48333333333333,8,1,0.0434782608695652,1
457,Barbara Brown,barbara_brown,True,18,True,2,5,69,1306,8059,1878,14,1,6,2,1,2,1,0,3,0,0,0,0,0,1,2,1,2,3,2,True,4,3,4,33,15,3,0.0,0.0,2,16.15,12,2,0.0869565217391304,2
458,John Garcia,john_garcia,False,40,True,0,28,58,1094,11373,10932,15,3,0,0,1,2,3,20,2,1,0,0,1,1,2,0,0,2,2,2,True,2,1,4,30,9,4,0.0,0.0,1,25.35,12,1,0.0434782608695652,2
459,John Miller,john_miller,False,41,False,2,2,62,509,2112,6811,17,2,4,0,0,3,2,10,3,8,7,0,7,0,0,1,2,2,0,2,True,4,3,2,29,9,4,0.0,0.875,2,15.983333333333334,14,1,0.0434782608695652,2
460,Barbara Martinez,barbara_martinez,False,26,True,0,29,45,775,4267,4306,12,2,0,1,1,1,5,8,5,0,0,0,0,2,0,2,2,2,0,2,True,2,4,1,53,17,3,0.0,0.0,1,20.566666666666663,11,1,0.0434782608695652,2
461,William Martinez,william_martinez,False,35,False,2,1,80,195,6698,4859,16,2,0,1,1,2,1,5,3,5,4,0,3,0,0,2,2,2,3,2,True,2,2,3,28,9,4,0.0,0.8,0,15.016666666666666,12,1,0.0434782608695652,2
462,Elizabeth Johnson,elizabeth_johnson,False,34,True,2,21,74,258,19921,5337,12,2,0,1,1,3,1,10,3,10,7,5,7,0,3,3,3,2,3,2,True,2,4,4,39,20,3,0.5,0.7,0,18.766666666666666,13,1,0.0434782608695652,2
463,David Martinez,david_martinez,True,26,True,2,24,66,471,23213,2340,18,1,2,1,0,2,1,1,3,1,0,0,0,0,2,0,3,2,1,0,True,4,3,3,34,12,3,0.0,0.0,2,19.55,10,1,0.0434782608695652,2
464,Patricia Johnson,patricia_johnson,False,37,False,2,1,59,799,23848,7491,17,3,3,1,0,2,4,12,3,6,5,1,2,0,1,2,3,2,3,3,True,2,3,4,39,22,3,0.167,0.833,0,17.983333333333334,12,2,0.0869565217391304,2
465,William Brown,william_brown,False,46,False,1,18,86,1034,8984,10527,11,3,4,2,0,0,5,28,3,2,2,1,2,0,0,2,2,2,3,1,True,2,3,4,42,24,3,0.5,1.0,1,18.33333333333333,8,3,0.1304347826086956,2
466,Jennifer Smith,jennifer_smith,False,41,False,1,2,91,1276,5626,16595,16,4,5,1,1,4,7,22,2,18,16,11,8,1,1,2,0,2,1,2,True,3,2,3,25,15,4,0.611,0.889,2,20.366666666666667,13,1,0.0434782608695652,2
467,Michael Davis,michael_davis,False,37,True,0,9,69,142,24666,8834,13,3,0,0,1,3,1,9,6,9,5,7,7,1,0,2,1,2,3,2,True,2,2,4,78,45,2,0.778,0.556,2,12.85,12,1,0.0434782608695652,1
468,Jennifer Williams,jennifer_williams,False,52,True,0,6,78,956,22087,5577,12,2,1,1,0,1,3,18,3,10,9,6,9,2,3,2,0,2,1,2,True,4,2,3,46,18,3,0.6,0.9,2,12.516666666666667,6,1,0.0434782608695652,2
469,Michael Smith,michael_smith,True,32,True,1,11,60,1474,23914,4707,12,2,0,0,1,3,8,6,2,4,2,1,2,0,3,3,2,2,3,2,True,2,4,3,21,10,4,0.25,0.5,0,24.266666666666666,12,2,0.0869565217391304,1
470,Barbara Davis,barbara_davis,False,24,True,1,24,38,535,5530,2400,13,1,6,2,1,2,0,3,3,2,2,2,1,2,3,2,3,2,2,2,True,1,4,3,33,12,3,1.0,1.0,0,17.45,11,1,0.0434782608695652,1
